,Unnamed: 0,url_inmueble,titulo,tipo,precio,metros,Habitaciones,Baños,Antigüedad,Aire acondicionado,Calefaccion,Garaje,Planta,Conservación,Ascensor,Exterior,Trastero,Amueblado,barrio,distrito,localidad,provincia,direccion,postal_code,fecha_actualizacion,valores_energia,imagenes,pagina_numero,caract,caract_extra,descrip,descrip_keywords
0,0,https://www.pisos.com/comprar/piso-la_sagrada_familia08013-54234018547_100500/,"Piso en venta en Carrer de Mallorca, cerca de Carrer de Cartagena",Piso,415000.0,80.0,4.0,2.0,Más de 50 años,,,,2ª,,1,0,0,0,La Sagrada Família,Eixample,Barcelona,Barcelona,"venta en Carrer de Mallorca, cerca de Carrer de Cartagena",8013.0,12/09/2025,,"['https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_4_2025061916060106466.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_5_2025061916060106466.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_6_2025061916060106468.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_7_2025061916060106469.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_8_2025061916060106469.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_9_2025061916060106470.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_10_2025061916060106471.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_11_2025061916060106472.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_12_2025061916060106473.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_13_2025061916060106474.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_14_2025061916060106475.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_15_2025061916060106476.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_16_2025061916060106477.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_17_2025061916060106478.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_18_2025061916060106479.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_19_2025061916060106479.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_20_2025061916060106480.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_21_2025061916060106481.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_22_2025061916060106482.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_23_2025061916060106483.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_24_2025061916060106484.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_25_2025061916060106485.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_26_2025061916060106486.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_27_2025061916060106487.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_250247258414_28_2025061916060106488.jpg', 'https://fotos.imghs.net/apps-wp/1005/414/1005_250247258414_3_2025061916060106465.jpg', '//img.youtube.com/vi/QY2QA3HrHrQ/0.jpg']",1,"{'Superficie útil': '62 m²', 'Referencia': 'SP1107/8414', 'Tipo suelo': 'Gres'}","Balcón, Terraza","Oportunidad para reformar  junto a la Sagrada Familia. 4 dormitorios, balcón, patio interior, Todo tabiques.","['a reformar', 'reforma', 'interior', 'dormitorios', 'balcón', 'oportunidad']"
1,1,https://www.pisos.com/comprar/piso-sant_gervasi_galvany08021-53359151040_100500/,"Piso en venta en Carrer de Raset, 21",Piso,1650000.0,240.0,4.0,5.0,Más de 50 años,,,,1ª,,1,0,1,0,Sant Gervasi-Galvany,Sarrià-Sant Gervasi,Barcelona,Barcelona,"venta en Carrer de Raset, 21",8021.0,15/09/2025,"{'Consumo': 'e', 'Emisiones': 'd'}","['https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_4_2025061112064978560.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_5_2025061112064978561.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_6_2025061112064978562.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_7_2025061112064978563.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_8_2025061112064978563.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_9_2025061112064978564.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_10_2025061112064978565.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_11_2025061112064978566.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_12_2025061112064978566.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_13_2025061112064978567.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_14_2025061112064978568.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_15_2025061112064978569.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_16_2025061112064978569.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_17_2025061112064978570.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_18_2025061112064978571.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_19_2025061112064978572.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_20_2025061112064978572.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_21_2025061112064978573.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_22_2025061112064978574.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_23_2025061112064978575.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_24_2025061112064978576.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_25_2025061112064978576.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_26_2025061112064978577.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_27_2025061112064978578.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_28_2025061112064978579.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_29_2025061112064978579.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_30_2025061112064978580.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_31_2025061112064978581.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_32_2025061112064978581.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_33_2025061112064978582.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_34_2025061112064978583.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_35_2025061112064978584.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_36_2025061112064978585.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_37_2025061112064978585.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_38_2025061112064978586.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_39_2025061112064978587.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_40_2025061112064978588.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_41_2025061112064978588.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_42_2025061112064978589.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_43_2025061112064978590.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_44_2025061112064978591.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_45_2025061112064978591.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_46_2025061112064978592.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_47_2025061112064978593.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_48_2025061112064978594.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_49_2025061112064978594.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_50_2025061112064978595.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_51_2025061112064978596.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_52_2025061112064978596.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_53_2025061112064978597.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_54_2025061112064978598.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_55_2025061112064978599.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_56_2025061112064978600.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_244271258414_57_2025061112064978601.jpg', 'https://fotos.imghs.net/apps-wp/1005/414/1005_244271258414_50_2025061112064978595.jpg', '//img.youtube.com/vi/MRnXecesZP4/0.jpg']",1,"{'Superficie útil': '212 m²', 'Referencia': 'SP1069/8414', 'Armarios empotrados': '1', 'Tipo suelo': 'Parquet', 'Orientación': 'Sur'}","Aire acondicionado, Calefacción, Puerta blindada, Balcón, Terraza","Vivienda exclusiva obra del arquitecto J. A. Coderch. A 3 vientos, 4 dormitorios con baño. 5 plazas de parking opcionalmente.","['vivienda', 'dormitorios', 'baño', 'parking']"
2,2,https://www.pisos.com/comprar/piso-el_guinardo08041-56708671799_100500/,"Piso en venta en Avinguda de la Mare de Déu de Montserrat, cerca de Carrer de Varsòvia",Piso,259000.0,55.0,3.0,2.0,Más de 50 años,,,,1ª,,1,0,0,0,El Guinardó,Horta-Guinardó,Barcelona,Barcelona,"venta en Avinguda de la Mare de Déu de Montserrat, cerca de Carrer de Varsòvia",8041.0,08/09/2025,,"['https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_4_2025082210084839911.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_5_2025082210084839912.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_6_2025082210084839912.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_7_2025082210084839913.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_8_2025082210084839913.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_9_2025082210084839914.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_10_2025082210084839914.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_11_2025082210084839915.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_12_2025082210084839915.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_13_2025082210084839916.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_14_2025082210084839916.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_15_2025082210084839917.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_16_2025082210084839917.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_17_2025082210084839918.jpg', 'https://fotos.imghs.net/fchm-wp/1005/414/1005_263573248414_18_2025082210084839918.jpg', 'https://fotos.imghs.net/apps-wp/1005/414/1005_263573248414_3_2025082210084839911.jpg', '//img.youtube.com/vi/G6NkH5TVSno/0.jpg']",1,"{'Superficie útil': '50 m²', 'Gastos de comunidad': 'Entre 20 y 40 €', 'Referencia': 'SP1141/8414', 'Tipo suelo': 'Parquet'}",,"Bonita vivienda de 3 dormitorios, moderna, tranquila, totalmente reformada.","['vivienda', 'reforma', 'dormitorios']"
3,3,https://www.pisos.com/comprar/atico-la_marina_del_prat_vermell_zona_franca_port08038-57596634335_525021/,Ático en venta en Carrer de la Mare de Déu de Port,Atico,329000.0,89.0,3.0,1.0,Más de 50 años,Frío y calor,,,8ª,A reformar,1,1,0,0,La Marina del Prat Vermell-Zona Franca-Port,Sants-Montjuïc,Barcelona,Barcelona,venta en Carrer de la Mare de Déu de Port,8038.0,20/09/2025,"{'Consumo': 'e', 'Emisiones': 'e'}","['https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_d43c744f-a7bf-402a-81ea-40c6e7f6b0dd.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_2327075d-d237-4d66-b912-2b0c75bc57ca.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_312c2514-2a41-4c98-8dbd-a95c9aa77c3a.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_62ed61fd-a624-4249-8c97-64554e98427c.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_0d824ae9-e936-42c5-b2fe-8c1356d1d35a.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_21179e9a-6bc8-4a7a-a272-10b5bae353a9.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_2955117c-759d-437b-b24b-e783f436ddc1.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_28c624fb-ca20-4e34-a4f8-0cc6e79030d6.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_65f52b2e-ad9c-43d9-9c45-f9d1b858e50e.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_01c59d2f-4868-45af-a447-db18a593e05a.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_4a784c4b-9d12-46c6-a0b7-68560bc7bcda.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_65f19c30-681c-434d-b8cb-4483f5a81c14.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_8861a501-8b89-4422-89d7-8c3232a9d7ae.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_dd089e39-c7c6-4598-809b-cfbba0c5ba4c.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_d902b5b0-0bde-49e0-8bbd-0907336cd513.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_8c9d5612-3ea4-4339-a91a-7b376797f1f9.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_1154dc76-edca-4f2b-a7e4-0da0afec6124.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_4c2e4559-0996-479b-b2d6-5cf0a1e4432e.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_0d95c0c5-2c2d-4da8-bba3-f02c90516e11.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_17eb83fb-a06e-4be3-8935-2ad1fdea986b.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_c6e1a0a6-7122-4e36-bd06-834b7c1c5020.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_8ec3f3f8-ac0d-4af8-a209-bf5f8447ac87.jpg', 'https://fotos.imghs.net/fchm-wp/525021/57596634335.525021/525021_57596634335_fc378bef-004d-4e94-a1f1-3ac3b4f61396.jpg', 'https://pisos-classifieds-ui-production.pisos.com/thumbnails/brightcove/get?fileId=6378401911112']",1,"{'Superficie útil': '80 m²', 'Referencia': 'LCB38349- Punto Viladecans', 'S.L.': True, 'Tipo suelo': 'Gres', 'Carpintería exterior': 'Aluminio', 'Cocina equipada': 'Independiente', 'Orientación': 'Suroeste'}",Se aceptan mascotas,_____________estudio miraflores l’hospitalet presenta_____________,['estudio']
4,4,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-50007388012_528760/,"Piso en venta en Carrer de Sant Pere Mitjà, cerca de Carrer de Verdaguer i Callís",Piso,395000.0,85.0,2.0,2.0,,Frío y calor,,,Principal,Reformado,0,1,0,1,Sant Pere-Santa Caterina-La Ribera,Ciutat Vella,Barcelona,Barcelona,"venta en Carrer de Sant Pere Mitjà, cerca de Carrer de Verdaguer i Callís",8003.0,20/09/2025,,"['https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_512297eb-3f29-4d18-aeeb-77fca9b10a58.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_608192e5-f760-4c8e-8597-112a497ac514.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_b178b5b9-9599-4bb2-bdad-2e91dc54fa00.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_1262e288-1cfd-4b9a-bfb7-2725fb42550c.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_de0312d4-721f-402d-8f9f-fec5189a16db.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_ece82e4f-d035-45e0-9e0b-c35a57389042.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_913917bd-cf29-4f62-bf41-c4072659bd04.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_2dc80d11-1289-49da-9b99-b8cd01fd5fb0.jpg', 'https://fotos.imghs.net/fchm-wp/528760/50007388012.528760/528760_50007388012_c231eebc-3ab1-47dc-9535-d7810af52626.jpg']",1,"{'Superficie útil': '80 m²', 'Referencia': '205/2024'}",Balcón,Piso histórico en el gótico de barcelona,['piso']
5,5,https://www.pisos.com/comprar/piso-el_raval08001-50011879151_108900/,Piso en venta en Carrer de l'Om,Piso,290000.0,78.0,3.0,1.0,Entre 30 y 50 años,,,,1ª,En buen estado,0,1,1,0,El Raval,Ciutat Vella,Barcelona,Barcelona,venta en Carrer de l'Om,8001.0,20/09/2025,,"['https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_4_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_5_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_6_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_7_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_8_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_9_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_10_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_11_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_12_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_13_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_14_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_15_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_16_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_17_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_18_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_19_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_20_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_21_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_22_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_23_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/1089/242/1089_XA778-1483242_24_2025051305063531250.jpg', 'https://fotos.imghs.net/fchm-wp/500765/50011879151.108900/500765_50011879151_1_20250108164321596.jpg']",1,"{'Superficie útil': '70 m²', 'Referencia': 'O_TK24_1311B', 'Tipo suelo': 'Cerámica o gress', 'Calefacción': 'Gas natural', 'Cocina equipada': 'Independiente', 'Orientación': 'Norte'}",,"Se presenta una oportunidad única para adquirir un encantador piso en venta situado en el corazón de Barcelona, específicamente en la vibrante zona de Ciutat Vella, en el emblemático barrio de El Raval. Esta propiedad, con sus características y ubicación, se perfila como la inversión ideal tanto para quienes buscan un hogar en la ciudad como para aquellos interesados en realizar una inversión inteligente.Con una superficie de 70 metros cuadrados útiles y 78 metros construidos, el piso ofrece un espacio cómodo y bien distribuido que se adapta perfectamente a las necesidades de una familia o de quienes deseen disfrutar de un amplio espacio personal. La propiedad cuenta con tres luminosas habitaciones que proporcionan el espacio suficiente para crear un ambiente acogedor y personalizado. Cada habitación tiene el potencial de convertirse en un refugio íntimo gracias a su buena distribución y luz natural.Su localización en la primera planta del edificio, construido en 1987, asegura acceso fácil y cómodo, algo especialmente valioso en la bulliciosa vida urbana de Barcelona. El diseño del edificio y su mantenimiento reflejan la calidad de construcción característica de la época, aportando solidez y tranquilidad a sus propietarios.Uno de los destacados de esta propiedad es su trastero, una característica que siempre es apreciada y rara vez encontrada en viviendas en el corazón de la ciudad. El trastero ofrece espacio adicional para almacenamiento, eliminando preocupaciones relacionadas con el almacenaje de artículos no esenciales en la vivienda diaria.La conectividad es otro de los puntos fuertes de este excelente piso. Situado estratégicamente para beneficiarse de la cercanía de múltiples opciones de transporte público, el acceso a la red de metro y autobuses se encuentra a escasos minutos de distancia. Esto asegura una conexión rápida y eficaz con el resto de la ciudad y sus alrededores, facilitando los desplazamientos diarios y permitiendo disfrutar de todo lo que Barcelona tiene para ofrecer.Vivir en El Raval es sinónimo de diversidad cultural y de un ambiente dinámico y vibrante. El barrio ofrece una amplia gama de servicios, comercio de proximidad, restaurantes y actividades culturales que enriquecen el día a día de sus residentes. Además, la proximidad a lugares emblemáticos de Barcelona añade un atractivo adicional a esta propiedad.La relación calidad-precio del piso es excepcional, considerando sus características, tamaño y ubicación inmejorable. Comprar en esta zona garantiza no solo una buena calidad de vida, sino también una inversión segura y con potencial de revalorización futura.Realizar una visita a este magnífico inmueble es el primer paso para conocer de primera mano todas las ventajas y encantos que ofrece. El espacio, la ubicación y el entorno combinan a la perfección para crear una oportunidad única que no se debe dejar pasar. Descubrir y experimentar las posibilidades que este hogar ofrece, promete satisfacer las expectativas de cualquier comprador exigente. Contacte para concertar una cita y comenzar a visualizar cómo este piso puede convertirse en su próximo hogar en Barcelona.","['piso', 'ático', 'vivienda', 'amplio', 'acogedor', 'habitaciones', 'trastero', 'barrio', 'transporte', 'oportunidad', 'inversión']"
